date,open,high,low,close,volume,average
2017/11/11 8:00,296.12,302.28,294.7,302.28,8330.35,298.845
2017/11/11 9:00,302.18,302.5,298.76,299.96,6414.612,300.85
2017/11/11 10:00,299.8,301.1,298.18,300.1,5148.458,299.795
2017/11/11 11:00,300.1,300.9,298.75,299.31,4936.502,299.765
2017/11/11 12:00,299.54,301.99,298.81,301.48,5147.02,300.455
2017/11/11 13:00,301.44,301.91,297.35,298.32,6150.938,299.755
2017/11/11 14:00,298.3,300.89,298.04,300.81,3402.988,299.51
2017/11/11 15:00,300.63,302.35,298.22,300.26,7900.25,300.365
2017/11/11 16:00,300.61,302.78,300.09,302.5,3381.475,301.495
2017/11/11 17:00,302.69,303.38,300.22,301.69,4335.605,301.995
2017/11/11 18:00,301.69,305.67,299.75,299.75,6450.484,301.715
2017/11/11 19:00,299.73,301.78,297.89,298.17,10651.24,299.3925
2017/11/11 20:00,297.93,300,295.1,297.08,14612.4,297.5275
2017/11/11 21:00,297.5,304.38,295.1,300.49,24868.36,299.3675
2017/11/11 22:00,300.11,303.97,299,301.48,20006.88,301.14
2017/11/11 23:00,301.28,301.82,298,301.4,15166.1,300.625
2017/11/12 0:00,301.2,307.1,299.8,304.93,17643.91,303.2575
2017/11/12 1:00,304.53,312.4,303.61,312.4,19683.99,308.235
2017/11/12 2:00,312.4,314.62,310,313.62,27035.19,312.66
2017/11/12 3:00,314.33,318.41,313.63,317.12,24461.36,315.8725
2017/11/12 4:00,317.12,319.9,315.8,318.98,15783.75,317.95
2017/11/12 5:00,318.99,320,313.66,315.4,11958.23,317.0125
2017/11/12 6:00,315.12,317.86,313.03,313.92,8289.25,314.9825
2017/11/12 7:00,313.86,316,311.05,313.07,7815.84,313.495
2017/11/12 8:00,313.25,313.25,308.79,308.8,9339.57,311.0225
2017/11/12 9:00,308.81,310.9,307,307.69,11695.39,308.6
2017/11/12 10:00,307.6,313.4,306,307.33,18347.66,308.5825
2017/11/12 11:00,307.01,311.19,304,306.59,29524.44,307.1975
2017/11/12 12:00,306.73,315,305,308.21,16918.55,308.735
2017/11/12 13:00,308.16,311.94,302.3,304.25,26860.79,306.6625
2017/11/12 14:00,304.25,307.05,293.51,299.98,31688.76,301.1975
2017/11/12 15:00,300.5,314.99,293.33,305.61,44517.64,303.6075
2017/11/12 16:00,305.34,307.99,296,300.33,34690.37,302.415
2017/11/12 17:00,300.33,301.98,295.02,298.19,17035.6,298.88
2017/11/12 18:00,298.19,306.5,296.79,303.39,16480.11,301.2175
2017/11/12 19:00,303.6,306.2,298.49,300.31,18863.24,302.15
2017/11/12 20:00,300.31,303.44,298.01,299,13759.6,300.19
2017/11/12 21:00,299.01,304.95,297.94,302.01,17416.21,300.9775
2017/11/12 22:00,302.43,303.2,298.04,301.84,16124.39,301.3775
2017/11/12 23:00,301.41,307,301,305.77,25596.18,303.795
2017/11/13 0:00,305.7,313,303.46,311.15,19378.57,308.3275
2017/11/13 1:00,311.73,316,308.75,315.2,21926.86,312.92
2017/11/13 2:00,315.2,316.99,311.5,313.97,18408.13,314.415
2017/11/13 3:00,313.24,315.58,304.01,310.8,20196.28,310.9075
2017/11/13 4:00,310.79,314,306.1,307.54,12245.77,309.6075
2017/11/13 5:00,307.98,310,305.73,308.9,10839.62,308.1525
2017/11/13 6:00,308.56,309.46,301.65,302.67,18732.74,305.585
2017/11/13 7:00,302.83,307.11,301.1,303.9,20549.73,303.735
2017/11/13 8:00,303.42,314.5,302.27,313.53,18877,308.43
2017/11/13 9:00,314,317,309.12,315.26,21325.29,313.845
2017/11/13 10:00,315.26,318,312.45,314.25,12503.13,314.99
2017/11/13 11:00,314.03,316.95,310.12,311.6,11018.33,313.175
2017/11/13 12:00,311.84,314.63,307.4,308.82,16596.85,310.6725
2017/11/13 13:00,308.81,314.69,305.35,308.16,20537.58,309.2525
2017/11/13 14:00,308.78,310,306.63,308.6,13212.83,308.5025
2017/11/13 15:00,308.59,312.41,307.13,311.79,12350.91,309.98
2017/11/13 16:00,311.51,315,310.46,311.51,9290.66,312.12
2017/11/13 17:00,311.56,314.76,310.11,311.48,8394.538,311.9775
2017/11/13 18:00,311.48,313,309,312.5,7907.39,311.495
2017/11/13 19:00,312.46,314.8,311.5,312.8,9756.89,312.89
2017/11/13 20:00,312.84,314.25,309.69,311.74,10681.25,312.13
2017/11/13 21:00,311.88,312.5,307.31,312,15711.82,310.9225
2017/11/13 22:00,312.1,314.9,309.05,311.19,15155.7,311.81
2017/11/13 23:00,311.13,312.91,310,311.13,11204.44,311.2925
2017/11/14 0:00,310.97,311.95,308,308.63,13918.74,309.8875
2017/11/14 1:00,308.55,311.34,307.71,309.63,8824.25,309.3075
2017/11/14 2:00,309.06,311.98,305.5,310.94,20327.04,309.37
2017/11/14 3:00,310.95,313.6,310,310.41,12398.73,311.24
2017/11/14 4:00,310.4,312.5,308.82,310.8,5914.71,310.63
2017/11/14 5:00,310.81,313.5,310.5,311,10069.78,311.4525
2017/11/14 6:00,311,313.14,310.5,311.73,8279.61,311.5925
2017/11/14 7:00,311.73,315.04,311.55,313.22,8944.22,312.885
2017/11/14 8:00,313.31,318.57,313.22,313.99,18987.23,314.7725
2017/11/14 9:00,314,316.12,313.22,314.06,11844.58,314.35
2017/11/14 10:00,314.07,319.67,314.06,319.29,13337.64,316.7725
2017/11/14 11:00,319.28,322.01,315,316.82,18107.34,318.2775
2017/11/14 12:00,317,317.98,313.98,314.13,12769.92,315.7725
2017/11/14 13:00,314.15,317,313.35,316.98,5852.03,315.37
2017/11/14 14:00,316.9,321,316.84,320.9,11904.17,318.91
2017/11/14 15:00,320.9,326.9,319.02,326.37,43895.3,323.2975
2017/11/14 16:00,326.37,336.97,325.11,326.02,67434.3,328.6175
2017/11/14 17:00,326.11,333.29,323,330.08,28373.05,328.12
2017/11/14 18:00,330,332.8,324,328.67,13246.68,328.8675
2017/11/14 19:00,328.73,329,314,319.87,29222.41,322.9
2017/11/14 20:00,319.72,324.99,315.02,321.88,16691.01,320.4025
2017/11/14 21:00,321.83,324.5,321.1,324,14950.53,322.8575
2017/11/14 22:00,324,326.92,322.69,326.91,13335.51,325.13
2017/11/14 23:00,326.91,328.5,324.1,326.98,14811.57,326.6225
2017/11/15 0:00,326.97,327.95,324.53,326.99,8551.799,326.61
2017/11/15 1:00,326.99,327.94,324.63,325.55,9280.64,326.2775
2017/11/15 2:00,325.48,327,321.1,324.2,12108.76,324.445
2017/11/15 3:00,324.16,329.99,324.04,329.56,8477.42,326.9375
2017/11/15 4:00,329.55,331.49,328.01,330.28,8750.531,329.8325
2017/11/15 5:00,330.28,333.1,328.39,333.03,11285.58,331.2
2017/11/15 6:00,333.03,336.4,329.1,331.8,20790.21,332.5825
2017/11/15 7:00,331.76,334.9,330.73,334.28,7596.61,332.9175
2017/11/15 8:00,334.29,336.29,330.76,333.71,13433.67,333.7625
2017/11/15 9:00,333.71,335.11,329.6,329.63,14396.89,332.0125
2017/11/15 10:00,329.62,332.71,329.01,331.21,11458.75,330.6375
2017/11/15 11:00,331.2,333,330.02,332.74,10237.84,331.74
2017/11/15 12:00,332.75,335.11,332,334.51,8423.63,333.5925
2017/11/15 13:00,334.51,338.01,333.56,335.92,15937.66,335.5
2017/11/15 14:00,335.77,339.61,334.56,337.65,15131.08,336.8975
2017/11/15 15:00,337.86,338.86,334.33,334.91,6953.8,336.49
2017/11/15 16:00,334.83,336.26,333.51,334.99,6179.68,334.8975
2017/11/15 17:00,334.9,335.83,331.05,331.41,6788.006,333.2975
2017/11/15 18:00,331.66,335,331.02,334,6331.35,332.92
2017/11/15 19:00,333.91,335.85,332.29,332.86,4316.965,333.7275
2017/11/15 20:00,332.76,333.22,330,331.49,12844.89,331.8675
2017/11/15 21:00,331.4,332.41,330,330.48,6736.84,331.0725
2017/11/15 22:00,330.39,331.92,326.47,328.02,11833.23,329.2
2017/11/15 23:00,327.68,331,324.6,325.85,13743.89,327.2825
2017/11/16 0:00,325.82,331.37,321.5,330,14759.07,327.1725
2017/11/16 1:00,330,330.7,328.06,330.28,4945.583,329.76
2017/11/16 2:00,330,330.83,328.57,329.76,3865.052,329.79
2017/11/16 3:00,329.65,329.76,326.98,327.93,4745.363,328.58
2017/11/16 4:00,327.93,329.74,327,329.25,4264.73,328.48
2017/11/16 5:00,329.26,329.48,327.4,327.5,2643.791,328.41
2017/11/16 6:00,327.5,328.98,325.32,328.16,3827.234,327.49
2017/11/16 7:00,327.99,330.9,326.88,330.59,3608.892,329.09
2017/11/16 8:00,330.89,330.9,328.98,330.3,4963.679,330.2675
2017/11/16 9:00,330.39,330.45,328.27,329.19,2857.556,329.575
2017/11/16 10:00,329.01,330,327.5,327.78,5398.74,328.5725
2017/11/16 11:00,327.64,329,326.22,328.44,4456.46,327.825
2017/11/16 12:00,328.12,329.1,326.68,328.31,5558.012,328.0525
2017/11/16 13:00,328.22,328.89,326.14,328.27,4033.039,327.88
2017/11/16 14:00,328.34,328.76,327.4,327.49,5377.553,327.9975
2017/11/16 15:00,327.49,327.72,323,324.92,7520.02,325.7825
2017/11/16 16:00,324.93,325.02,321.99,323.09,10325.37,323.7575
2017/11/16 17:00,323.06,325.11,322.01,324.15,8947.92,323.5825
2017/11/16 18:00,324.27,324.46,321.18,324,7581.73,323.4775
2017/11/16 19:00,323.9,325.54,321.61,325.46,10423.1,324.1275
2017/11/16 20:00,325.54,330.98,324.68,328,15978.93,327.3
2017/11/16 21:00,328,329.85,325.54,326.39,10725.25,327.445
2017/11/16 22:00,326.4,328.5,325.5,327.94,8298.93,327.085
2017/11/16 23:00,327.91,330.72,327.04,330.32,5024.574,328.9975
2017/11/17 0:00,330.32,335.11,329.03,335.09,10562.98,332.3875
2017/11/17 1:00,335.04,335.09,331.11,331.76,10651.16,333.25
2017/11/17 2:00,331.49,331.76,324.5,327.55,18988.359,328.825
2017/11/17 3:00,327.52,333,326.52,330.9,5947.61,329.485
2017/11/17 4:00,330.77,330.77,327.65,328.61,4945.292,329.45
2017/11/17 5:00,328.57,329.33,326.81,328.11,6080.691,328.205
2017/11/17 6:00,328.04,330.69,327.2,329.67,12057.58,328.9
2017/11/17 7:00,329.86,331.81,328.15,331.16,9388.61,330.245
2017/11/17 8:00,330.91,331.61,328.01,329.54,9199.17,330.0175
2017/11/17 9:00,329.38,330.03,328.06,329.75,5582.54,329.305
2017/11/17 10:00,329.57,333,328.01,332.86,12257.49,330.86
2017/11/17 11:00,332.57,333.56,331.06,331.75,6268.184,332.235
2017/11/17 12:00,332.23,332.6,330.4,330.72,3481.769,331.4875
2017/11/17 13:00,330.72,331.3,329.63,331.01,5223.708,330.665
2017/11/17 14:00,331.12,331.64,330.09,330.3,2901.382,330.7875
2017/11/17 15:00,330.28,330.3,325,325.52,16255.7,327.775
2017/11/17 16:00,325.93,327.6,325.59,327.27,9372.59,326.5975
2017/11/17 17:00,327.18,328.98,325.95,328.72,6288.747,327.7075
2017/11/17 18:00,328.71,331.25,328.62,330.35,7124.77,329.7325
2017/11/17 19:00,330.2,330.39,328.66,329.69,9119.02,329.735
2017/11/17 20:00,329.69,331.3,329.01,329.81,9637.09,329.9525
2017/11/17 21:00,330.09,331.97,329.57,331.13,4160.834,330.69
2017/11/17 22:00,331.13,333.56,330.61,333,7686.122,332.075
2017/11/17 23:00,333,335.22,332.5,332.5,25291.06,333.305
2017/11/18 0:00,332.5,333,331.05,332,8059.55,332.1375
2017/11/18 1:00,332.46,332.59,330.14,331.44,4247.468,331.6575
2017/11/18 2:00,331.2,332.19,330.83,332.1,8021.095,331.58
2017/11/18 3:00,332.06,332.19,331.3,332.09,3811.87,331.91
2017/11/18 4:00,332.06,332.09,330.76,331.3,5910.72,331.5525
2017/11/18 5:00,331.3,333.37,330,332.04,8229.57,331.6775
2017/11/18 6:00,332.09,333.75,330,332,9412.26,331.96
2017/11/18 7:00,332,332.29,330.7,331,5865.53,331.4975
2017/11/18 8:00,331.09,331.42,327.31,328.29,9074.216,329.5275
2017/11/18 9:00,328.31,329.65,326.75,326.85,8118.74,327.89
2017/11/18 10:00,326.9,328.37,325.5,325.89,9996.82,326.665
2017/11/18 11:00,325.92,329,325.32,328.46,7859.6,327.175
2017/11/18 12:00,328.05,329.3,327.44,328.43,5413.248,328.305
2017/11/18 13:00,328.43,330.9,326.39,329.31,5733.435,328.7575
2017/11/18 14:00,329.29,329.92,328.12,329.12,3106.414,329.1125
2017/11/18 15:00,329.16,331,328.28,330.98,3881.479,329.855
2017/11/18 16:00,330.72,331.5,328.47,331.19,4235.235,330.47
2017/11/18 17:00,331.07,331.92,330.34,330.65,3702.938,330.995
2017/11/18 18:00,330.65,331.71,329.53,330.94,3708.483,330.7075
2017/11/18 19:00,330.87,333.33,330.37,333.04,6260.837,331.9025
2017/11/18 20:00,333.06,334,332.14,333.93,7225.216,333.2825
2017/11/18 21:00,333.93,334.5,332.01,333.53,6447.894,333.4925
2017/11/18 22:00,333.18,334.14,332.27,333.99,6730.94,333.395
2017/11/18 23:00,334,335.31,333.7,335.31,5072.251,334.58
2017/11/19 0:00,335.2,335.31,333.21,333.76,5418.497,334.37
2017/11/19 1:00,333.76,336,333.46,334.73,7017.242,334.4875
2017/11/19 2:00,334.94,337.72,334,337.5,6126.076,336.04
2017/11/19 3:00,337.61,339.55,336.34,336.66,9264.31,337.54
2017/11/19 4:00,336.6,337.55,335.66,337.5,4601.253,336.8275
2017/11/19 5:00,337.51,344.45,337.48,343.99,23703.64,340.8575
2017/11/19 6:00,343.99,348.12,342.01,347.92,19219.95,345.51
2017/11/19 7:00,348,350.4,342.5,346.68,43512.28,346.895
2017/11/19 8:00,346.89,349.36,345.49,346.05,6974.84,346.9475
2017/11/19 9:00,346.11,347.42,345,345.75,3529.333,346.07
2017/11/19 10:00,345.74,346.01,343.28,344.82,4106.734,344.9625
2017/11/19 11:00,344.82,348.35,344.82,347.46,4934.489,346.3625
2017/11/19 12:00,347.48,349.44,347.16,348.55,5723.37,348.1575
2017/11/19 13:00,348.52,349.95,347.73,348.79,7089.235,348.7475
2017/11/19 14:00,348.79,358.27,348.03,357.5,32018.01,353.1475
2017/11/19 15:00,357.44,371,357.15,362.51,62072.79,362.025
2017/11/19 16:00,362.5,366.48,357.21,358.35,23352.28,361.135
2017/11/19 17:00,358.34,365.9,358.34,363.23,23930.19,361.4525
2017/11/19 18:00,363.28,363.79,360.6,360.6,11737.89,362.0675
2017/11/19 19:00,360.62,361.01,358.66,359.14,11336.58,359.8575
2017/11/19 20:00,358.9,359.47,351.51,352.86,19624.3,355.685
2017/11/19 21:00,352.86,361.67,350.76,359,18364.76,356.0725
2017/11/19 22:00,358.97,364,357.11,360.1,11590.54,360.045
2017/11/19 23:00,360.14,360.18,356.5,357.2,5923.011,358.505
2017/11/20 0:00,357.11,363,357.1,361.18,8613.94,359.5975
2017/11/20 1:00,361.18,361.78,355.7,355.7,10759.88,358.59
2017/11/20 2:00,355.7,355.92,348,352.85,22454.41,353.1175
2017/11/20 3:00,352.85,353.03,350,350.65,8119.4,351.6325
2017/11/20 4:00,350.44,351.69,348,351.01,7275.88,350.285
2017/11/20 5:00,351.01,354.4,351,352.63,6146.552,352.26
2017/11/20 6:00,352.64,358.9,352.63,358.82,12138.98,355.7475
2017/11/20 7:00,358.85,358.99,354.55,354.7,5391.67,356.7725
2017/11/20 8:00,354.71,356.32,352.03,355.55,5527.266,354.6525
2017/11/20 9:00,355.53,358.42,355.22,356.67,6228.65,356.46
2017/11/20 10:00,356.68,359.49,356.3,359.21,4231.93,357.92
2017/11/20 11:00,359.21,363,358.77,362.3,6447.265,360.82
2017/11/20 12:00,362.3,363,357.1,358,6754.21,360.1
2017/11/20 13:00,358,359.89,355.39,356.43,5035.967,357.4275
2017/11/20 14:00,356.43,359.65,354,358.68,12466.976,357.19
